cline,p,att,rep,group,Exp,dose,ncells,scene,ncolonies,pe,token,group_id
QNS120,11,2,r02,S100,r04,6,2000,36,2,0.001,QNS120_S100_6,8
QNS120,11,2,r02,E100,r04,6,2000,37,2,0.001,QNS120_E100_6,4
QNS120,11,2,r02,B100,r04,6,2000,38,2,0.001,QNS120_B100_6,6
QNS120,11,2,r02,FBS,r04,6,2000,39,2,0.001,QNS120_FBS_6,2
QNS120,11,2,r02,CTRL,r04,6,2000,40,3,0.0015,QNS120_CTRL_6,1
QNS120,11,2,r02,CTRL,r05,6,2000,41,4,0.002,QNS120_CTRL_6,1
QNS120,11,2,r02,FBS,r05,6,2000,42,3,0.0015,QNS120_FBS_6,2
QNS120,11,2,r02,B100,r05,6,2000,43,1,0.0005,QNS120_B100_6,6
QNS120,11,2,r02,E100,r05,6,2000,44,2,0.001,QNS120_E100_6,4
QNS120,11,2,r02,S100,r05,6,2000,45,3,0.0015,QNS120_S100_6,8
GBM965,21,5,r05,CTRL,r05,6,2000,46,11,0.0055,GBM965_CTRL_6,1
GBM965,21,5,r05,FBS,r05,6,2000,47,12,0.006,GBM965_FBS_6,2
GBM965,21,5,r05,B100,r05,6,2000,48,3,0.0015,GBM965_B100_6,6
GBM965,21,5,r05,E100,r05,6,2000,49,14,0.007,GBM965_E100_6,4
GBM965,21,5,r05,S100,r05,6,2000,50,8,0.004,GBM965_S100_6,8
GBM965,21,5,r05,S100,r06,6,2000,51,8,0.004,GBM965_S100_6,8
GBM965,21,5,r05,E100,r06,6,2000,52,17,0.0085,GBM965_E100_6,4
GBM965,21,5,r05,B100,r06,6,2000,53,7,0.0035,GBM965_B100_6,6
GBM965,21,5,r05,FBS,r06,6,2000,54,16,0.008,GBM965_FBS_6,2
GBM965,21,5,r05,CTRL,r06,6,2000,55,7,0.0035,GBM965_CTRL_6,1
QNS120,11,2,r02,S100,r06,6,2000,56,2,0.001,QNS120_S100_6,8
QNS120,11,2,r02,E100,r06,6,2000,57,2,0.001,QNS120_E100_6,4
QNS120,11,2,r02,B100,r06,6,2000,58,1,0.0005,QNS120_B100_6,6
QNS120,11,2,r02,FBS,r06,6,2000,59,2,0.001,QNS120_FBS_6,2
QNS120,11,2,r02,CTRL,r06,6,2000,60,4,0.002,QNS120_CTRL_6,1
GBM1a,,4,r04,CTRL,r01,6,2000,1,2,0.001,GBM1a_CTRL_6,1
GBM1a,,4,r04,FBS,r01,6,2000,2,1,0.0005,GBM1a_FBS_6,2
GBM1a,,4,r04,B100,r01,6,2000,3,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,E100,r01,6,2000,4,1,0.0005,GBM1a_E100_6,4
GBM1a,,4,r04,S100,r01,6,2000,5,3,0.0015,GBM1a_S100_6,8
GBM1a,,4,r04,CTRL,r01,6,2000,6,4,0.002,GBM1a_CTRL_6,1
GBM1a,,4,r04,FBS,r01,6,2000,7,5,0.0025,GBM1a_FBS_6,2
GBM1a,,4,r04,B100,r01,6,2000,8,1,0.0005,GBM1a_B100_6,6
GBM1a,,4,r04,E100,r01,6,2000,9,2,0.001,GBM1a_E100_6,4
GBM1a,,4,r04,S100,r01,6,2000,10,0,0,GBM1a_S100_6,8
GBM1a,,4,r04,S100,r02,6,2000,11,0,0,GBM1a_S100_6,8
GBM1a,,4,r04,E100,r02,6,2000,12,1,0.0005,GBM1a_E100_6,4
GBM1a,,4,r04,B100,r02,6,2000,13,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,FBS,r02,6,2000,14,2,0.001,GBM1a_FBS_6,2
GBM1a,,4,r04,CTRL,r02,6,2000,15,0,0,GBM1a_CTRL_6,1
GBM1a,,4,r04,S100,r02,6,2000,16,1,0.0005,GBM1a_S100_6,8
GBM1a,,4,r04,E100,r02,6,2000,17,0,0,GBM1a_E100_6,4
GBM1a,,4,r04,B100,r02,6,2000,18,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,FBS,r02,6,2000,19,8,0.004,GBM1a_FBS_6,2
GBM1a,,4,r04,CTRL,r02,6,2000,20,1,0.0005,GBM1a_CTRL_6,1
GBM1a,,4,r04,CTRL,r03,6,2000,21,4,0.002,GBM1a_CTRL_6,1
GBM1a,,4,r04,FBS,r03,6,2000,22,5,0.0025,GBM1a_FBS_6,2
GBM1a,,4,r04,B100,r03,6,2000,23,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,E100,r03,6,2000,24,2,0.001,GBM1a_E100_6,4
GBM1a,,4,r04,S100,r03,6,2000,25,2,0.001,GBM1a_S100_6,8
GBM1a,,4,r04,CTRL,r03,6,2000,26,2,0.001,GBM1a_CTRL_6,1
GBM1a,,4,r04,FBS,r03,6,2000,27,3,0.0015,GBM1a_FBS_6,2
GBM1a,,4,r04,B100,r03,6,2000,28,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,E100,r03,6,2000,29,0,0,GBM1a_E100_6,4
GBM1a,,4,r04,S100,r03,6,2000,30,0,0,GBM1a_S100_6,8
GBM1a,,4,r04,S100,r04,6,2000,31,1,0.0005,GBM1a_S100_6,8
GBM1a,,4,r04,E100,r04,6,2000,32,2,0.001,GBM1a_E100_6,4
GBM1a,,4,r04,B100,r04,6,2000,33,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,FBS,r04,6,2000,34,3,0.0015,GBM1a_FBS_6,2
GBM1a,,4,r04,CTRL,r04,6,2000,35,2,0.001,GBM1a_CTRL_6,1
GBM1a,,4,r04,S100,r04,6,2000,36,4,0.002,GBM1a_S100_6,8
GBM1a,,4,r04,E100,r04,6,2000,37,0,0,GBM1a_E100_6,4
GBM1a,,4,r04,B100,r04,6,2000,38,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,FBS,r04,6,2000,39,8,0.004,GBM1a_FBS_6,2
GBM1a,,4,r04,CTRL,r04,6,2000,40,6,0.003,GBM1a_CTRL_6,1
GBM1a,,4,r04,CTRL,r05,6,2000,41,2,0.001,GBM1a_CTRL_6,1
GBM1a,,4,r04,FBS,r05,6,2000,42,1,0.0005,GBM1a_FBS_6,2
GBM1a,,4,r04,B100,r05,6,2000,43,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,E100,r05,6,2000,44,0,0,GBM1a_E100_6,4
GBM1a,,4,r04,S100,r05,6,2000,45,0,0,GBM1a_S100_6,8
GBM1a,,4,r04,CTRL,r05,6,2000,46,0,0,GBM1a_CTRL_6,1
GBM1a,,4,r04,FBS,r05,6,2000,47,2,0.001,GBM1a_FBS_6,2
GBM1a,,4,r04,B100,r05,6,2000,48,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,E100,r05,6,2000,49,0,0,GBM1a_E100_6,4
GBM1a,,4,r04,S100,r05,6,2000,50,2,0.001,GBM1a_S100_6,8
GBM1a,,4,r04,S100,r06,6,2000,51,1,0.0005,GBM1a_S100_6,8
GBM1a,,4,r04,E100,r06,6,2000,52,0,0,GBM1a_E100_6,4
GBM1a,,4,r04,B100,r06,6,2000,53,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,FBS,r06,6,2000,54,1,0.0005,GBM1a_FBS_6,2
GBM1a,,4,r04,CTRL,r06,6,2000,55,1,0.0005,GBM1a_CTRL_6,1
GBM1a,,4,r04,S100,r06,6,2000,56,0,0,GBM1a_S100_6,8
GBM1a,,4,r04,E100,r06,6,2000,57,1,0.0005,GBM1a_E100_6,4
GBM1a,,4,r04,B100,r06,6,2000,58,0,0,GBM1a_B100_6,6
GBM1a,,4,r04,FBS,r06,6,2000,59,2,0.001,GBM1a_FBS_6,2
GBM1a,,4,r04,CTRL,r06,6,2000,60,6,0.003,GBM1a_CTRL_6,1
GBM1a,,4,r04,CTRL,r01,4,1000,1,7,0.007,GBM1a_CTRL_4,1
GBM1a,,4,r04,FBS,r01,4,1000,2,10,0.01,GBM1a_FBS_4,2
GBM1a,,4,r04,B100,r01,4,1000,3,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,E100,r01,4,1000,4,2,0.002,GBM1a_E100_4,4
GBM1a,,4,r04,S100,r01,4,1000,5,0,0,GBM1a_S100_4,8
GBM1a,,4,r04,CTRL,r01,4,1000,6,4,0.004,GBM1a_CTRL_4,1
GBM1a,,4,r04,FBS,r01,4,1000,7,10,0.01,GBM1a_FBS_4,2
GBM1a,,4,r04,B100,r01,4,1000,8,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,E100,r01,4,1000,9,2,0.002,GBM1a_E100_4,4
GBM1a,,4,r04,S100,r01,4,1000,10,5,0.005,GBM1a_S100_4,8
GBM1a,,4,r04,S100,r02,4,1000,11,5,0.005,GBM1a_S100_4,8
GBM1a,,4,r04,E100,r02,4,1000,12,3,0.003,GBM1a_E100_4,4
GBM1a,,4,r04,B100,r02,4,1000,13,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,FBS,r02,4,1000,14,14,0.014,GBM1a_FBS_4,2
GBM1a,,4,r04,CTRL,r02,4,1000,15,6,0.006,GBM1a_CTRL_4,1
GBM1a,,4,r04,S100,r02,4,1000,16,4,0.004,GBM1a_S100_4,8
GBM1a,,4,r04,E100,r02,4,1000,17,1,0.001,GBM1a_E100_4,4
GBM1a,,4,r04,B100,r02,4,1000,18,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,FBS,r02,4,1000,19,9,0.009,GBM1a_FBS_4,2
GBM1a,,4,r04,CTRL,r02,4,1000,20,12,0.012,GBM1a_CTRL_4,1
GBM1a,,4,r04,CTRL,r03,4,1000,21,14,0.014,GBM1a_CTRL_4,1
GBM1a,,4,r04,FBS,r03,4,1000,22,10,0.01,GBM1a_FBS_4,2
GBM1a,,4,r04,B100,r03,4,1000,23,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,E100,r03,4,1000,24,1,0.001,GBM1a_E100_4,4
GBM1a,,4,r04,S100,r03,4,1000,25,2,0.002,GBM1a_S100_4,8
GBM1a,,4,r04,CTRL,r03,4,1000,26,5,0.005,GBM1a_CTRL_4,1
GBM1a,,4,r04,FBS,r03,4,1000,27,7,0.007,GBM1a_FBS_4,2
GBM1a,,4,r04,B100,r03,4,1000,28,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,E100,r03,4,1000,29,5,0.005,GBM1a_E100_4,4
GBM1a,,4,r04,S100,r03,4,1000,30,7,0.007,GBM1a_S100_4,8
GBM1a,,4,r04,S100,r04,4,1000,31,4,0.004,GBM1a_S100_4,8
GBM1a,,4,r04,E100,r04,4,1000,32,3,0.003,GBM1a_E100_4,4
GBM1a,,4,r04,B100,r04,4,1000,33,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,FBS,r04,4,1000,34,4,0.004,GBM1a_FBS_4,2
GBM1a,,4,r04,CTRL,r04,4,1000,35,8,0.008,GBM1a_CTRL_4,1
GBM1a,,4,r04,S100,r04,4,1000,36,7,0.007,GBM1a_S100_4,8
GBM1a,,4,r04,E100,r04,4,1000,37,3,0.003,GBM1a_E100_4,4
GBM1a,,4,r04,B100,r04,4,1000,38,1,0.001,GBM1a_B100_4,6
GBM1a,,4,r04,FBS,r04,4,1000,39,10,0.01,GBM1a_FBS_4,2
GBM1a,,4,r04,CTRL,r04,4,1000,40,18,0.018,GBM1a_CTRL_4,1
GBM1a,,4,r04,CTRL,r05,4,1000,41,12,0.012,GBM1a_CTRL_4,1
GBM1a,,4,r04,FBS,r05,4,1000,42,6,0.006,GBM1a_FBS_4,2
GBM1a,,4,r04,B100,r05,4,1000,43,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,E100,r05,4,1000,44,3,0.003,GBM1a_E100_4,4
GBM1a,,4,r04,S100,r05,4,1000,45,3,0.003,GBM1a_S100_4,8
GBM1a,,4,r04,CTRL,r05,4,1000,46,9,0.009,GBM1a_CTRL_4,1
GBM1a,,4,r04,FBS,r05,4,1000,47,9,0.009,GBM1a_FBS_4,2
GBM1a,,4,r04,B100,r05,4,1000,48,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,E100,r05,4,1000,49,7,0.007,GBM1a_E100_4,4
GBM1a,,4,r04,S100,r05,4,1000,50,5,0.005,GBM1a_S100_4,8
GBM1a,,4,r04,S100,r06,4,1000,51,8,0.008,GBM1a_S100_4,8
GBM1a,,4,r04,E100,r06,4,1000,52,6,0.006,GBM1a_E100_4,4
GBM1a,,4,r04,B100,r06,4,1000,53,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,FBS,r06,4,1000,54,8,0.008,GBM1a_FBS_4,2
GBM1a,,4,r04,CTRL,r06,4,1000,55,8,0.008,GBM1a_CTRL_4,1
GBM1a,,4,r04,S100,r06,4,1000,56,2,0.002,GBM1a_S100_4,8
GBM1a,,4,r04,E100,r06,4,1000,57,4,0.004,GBM1a_E100_4,4
GBM1a,,4,r04,B100,r06,4,1000,58,0,0,GBM1a_B100_4,6
GBM1a,,4,r04,FBS,r06,4,1000,59,16,0.016,GBM1a_FBS_4,2
GBM1a,,4,r04,CTRL,r06,4,1000,60,15,0.015,GBM1a_CTRL_4,1
GBM1a,,4,r04,CTRL,r01,2,500,1,28,0.056,GBM1a_CTRL_2,1
GBM1a,,4,r04,FBS,r01,2,500,2,24,0.048,GBM1a_FBS_2,2
GBM1a,,4,r04,B100,r01,2,500,3,4,0.008,GBM1a_B100_2,6
GBM1a,,4,r04,E100,r01,2,500,4,11,0.022,GBM1a_E100_2,4
GBM1a,,4,r04,S100,r01,2,500,5,16,0.032,GBM1a_S100_2,8
GBM1a,,4,r04,CTRL,r01,2,500,6,34,0.068,GBM1a_CTRL_2,1
GBM1a,,4,r04,FBS,r01,2,500,7,19,0.038,GBM1a_FBS_2,2
GBM1a,,4,r04,B100,r01,2,500,8,1,0.002,GBM1a_B100_2,6
GBM1a,,4,r04,E100,r01,2,500,9,16,0.032,GBM1a_E100_2,4
GBM1a,,4,r04,S100,r01,2,500,10,16,0.032,GBM1a_S100_2,8
GBM1a,,4,r04,S100,r02,2,500,11,18,0.036,GBM1a_S100_2,8
GBM1a,,4,r04,E100,r02,2,500,12,17,0.034,GBM1a_E100_2,4
GBM1a,,4,r04,B100,r02,2,500,13,3,0.006,GBM1a_B100_2,6
GBM1a,,4,r04,FBS,r02,2,500,14,22,0.044,GBM1a_FBS_2,2
GBM1a,,4,r04,CTRL,r02,2,500,15,18,0.036,GBM1a_CTRL_2,1
GBM1a,,4,r04,S100,r02,2,500,16,11,0.022,GBM1a_S100_2,8
GBM1a,,4,r04,E100,r02,2,500,17,12,0.024,GBM1a_E100_2,4
GBM1a,,4,r04,B100,r02,2,500,18,2,0.004,GBM1a_B100_2,6
GBM1a,,4,r04,FBS,r02,2,500,19,18,0.036,GBM1a_FBS_2,2
GBM1a,,4,r04,CTRL,r02,2,500,20,20,0.04,GBM1a_CTRL_2,1
GBM1a,,4,r04,CTRL,r03,2,500,21,18,0.036,GBM1a_CTRL_2,1
GBM1a,,4,r04,FBS,r03,2,500,22,18,0.036,GBM1a_FBS_2,2
GBM1a,,4,r04,B100,r03,2,500,23,4,0.008,GBM1a_B100_2,6
GBM1a,,4,r04,E100,r03,2,500,24,10,0.02,GBM1a_E100_2,4
GBM1a,,4,r04,S100,r03,2,500,25,14,0.028,GBM1a_S100_2,8
GBM1a,,4,r04,CTRL,r03,2,500,26,28,0.056,GBM1a_CTRL_2,1
GBM1a,,4,r04,FBS,r03,2,500,27,33,0.066,GBM1a_FBS_2,2
GBM1a,,4,r04,B100,r03,2,500,28,1,0.002,GBM1a_B100_2,6
GBM1a,,4,r04,E100,r03,2,500,29,15,0.03,GBM1a_E100_2,4
GBM1a,,4,r04,S100,r03,2,500,30,21,0.042,GBM1a_S100_2,8
GBM1a,,4,r04,S100,r04,2,500,31,22,0.044,GBM1a_S100_2,8
GBM1a,,4,r04,E100,r04,2,500,32,20,0.04,GBM1a_E100_2,4
GBM1a,,4,r04,B100,r04,2,500,33,1,0.002,GBM1a_B100_2,6
GBM1a,,4,r04,FBS,r04,2,500,34,26,0.052,GBM1a_FBS_2,2
GBM1a,,4,r04,CTRL,r04,2,500,35,26,0.052,GBM1a_CTRL_2,1
GBM1a,,4,r04,S100,r04,2,500,36,11,0.022,GBM1a_S100_2,8
GBM1a,,4,r04,E100,r04,2,500,37,9,0.018,GBM1a_E100_2,4
GBM1a,,4,r04,B100,r04,2,500,38,1,0.002,GBM1a_B100_2,6
GBM1a,,4,r04,FBS,r04,2,500,39,18,0.036,GBM1a_FBS_2,2
GBM1a,,4,r04,CTRL,r04,2,500,40,24,0.048,GBM1a_CTRL_2,1
GBM1a,,4,r04,CTRL,r05,2,500,41,14,0.028,GBM1a_CTRL_2,1
GBM1a,,4,r04,FBS,r05,2,500,42,17,0.034,GBM1a_FBS_2,2
GBM1a,,4,r04,B100,r05,2,500,43,2,0.004,GBM1a_B100_2,6
GBM1a,,4,r04,E100,r05,2,500,44,15,0.03,GBM1a_E100_2,4
GBM1a,,4,r04,S100,r05,2,500,45,15,0.03,GBM1a_S100_2,8
GBM1a,,4,r04,CTRL,r05,2,500,46,25,0.05,GBM1a_CTRL_2,1
GBM1a,,4,r04,FBS,r05,2,500,47,18,0.036,GBM1a_FBS_2,2
GBM1a,,4,r04,B100,r05,2,500,48,3,0.006,GBM1a_B100_2,6
GBM1a,,4,r04,E100,r05,2,500,49,22,0.044,GBM1a_E100_2,4
GBM1a,,4,r04,S100,r05,2,500,50,18,0.036,GBM1a_S100_2,8
GBM1a,,4,r04,S100,r06,2,500,51,25,0.05,GBM1a_S100_2,8
GBM1a,,4,r04,E100,r06,2,500,52,19,0.038,GBM1a_E100_2,4
GBM1a,,4,r04,B100,r06,2,500,53,3,0.006,GBM1a_B100_2,6
GBM1a,,4,r04,FBS,r06,2,500,54,30,0.06,GBM1a_FBS_2,2
GBM1a,,4,r04,CTRL,r06,2,500,55,20,0.04,GBM1a_CTRL_2,1
GBM1a,,4,r04,S100,r06,2,500,56,16,0.032,GBM1a_S100_2,8
GBM1a,,4,r04,E100,r06,2,500,57,13,0.026,GBM1a_E100_2,4
GBM1a,,4,r04,B100,r06,2,500,58,1,0.002,GBM1a_B100_2,6
GBM1a,,4,r04,FBS,r06,2,500,59,21,0.042,GBM1a_FBS_2,2
GBM1a,,4,r04,CTRL,r06,2,500,60,19,0.038,GBM1a_CTRL_2,1
GBM1a,,4,r04,CTRL,r01,0,250,1,33,0.132,GBM1a_CTRL_0,1
GBM1a,,4,r04,FBS,r01,0,250,2,23,0.092,GBM1a_FBS_0,2
GBM1a,,4,r04,B100,r01,0,250,3,4,0.016,GBM1a_B100_0,6
GBM1a,,4,r04,E100,r01,0,250,4,17,0.068,GBM1a_E100_0,4
GBM1a,,4,r04,S100,r01,0,250,5,15,0.06,GBM1a_S100_0,8
GBM1a,,4,r04,CTRL,r01,0,250,6,25,0.1,GBM1a_CTRL_0,1
GBM1a,,4,r04,FBS,r01,0,250,7,17,0.068,GBM1a_FBS_0,2
GBM1a,,4,r04,B100,r01,0,250,8,8,0.032,GBM1a_B100_0,6
GBM1a,,4,r04,E100,r01,0,250,9,17,0.068,GBM1a_E100_0,4
GBM1a,,4,r04,S100,r01,0,250,10,23,0.092,GBM1a_S100_0,8
GBM1a,,4,r04,S100,r02,0,250,11,26,0.104,GBM1a_S100_0,8
GBM1a,,4,r04,E100,r02,0,250,12,30,0.12,GBM1a_E100_0,4
GBM1a,,4,r04,B100,r02,0,250,13,7,0.028,GBM1a_B100_0,6
GBM1a,,4,r04,FBS,r02,0,250,14,17,0.068,GBM1a_FBS_0,2
GBM1a,,4,r04,CTRL,r02,0,250,15,22,0.088,GBM1a_CTRL_0,1
GBM1a,,4,r04,S100,r02,0,250,16,15,0.06,GBM1a_S100_0,8
GBM1a,,4,r04,E100,r02,0,250,17,15,0.06,GBM1a_E100_0,4
GBM1a,,4,r04,B100,r02,0,250,18,6,0.024,GBM1a_B100_0,6
GBM1a,,4,r04,FBS,r02,0,250,19,13,0.052,GBM1a_FBS_0,2
GBM1a,,4,r04,CTRL,r02,0,250,20,23,0.092,GBM1a_CTRL_0,1
GBM1a,,4,r04,CTRL,r03,0,250,21,19,0.076,GBM1a_CTRL_0,1
GBM1a,,4,r04,FBS,r03,0,250,22,21,0.084,GBM1a_FBS_0,2
GBM1a,,4,r04,B100,r03,0,250,23,5,0.02,GBM1a_B100_0,6
GBM1a,,4,r04,E100,r03,0,250,24,18,0.072,GBM1a_E100_0,4
GBM1a,,4,r04,S100,r03,0,250,25,22,0.088,GBM1a_S100_0,8
GBM1a,,4,r04,CTRL,r03,0,250,26,21,0.084,GBM1a_CTRL_0,1
GBM1a,,4,r04,FBS,r03,0,250,27,21,0.084,GBM1a_FBS_0,2
GBM1a,,4,r04,B100,r03,0,250,28,6,0.024,GBM1a_B100_0,6
GBM1a,,4,r04,E100,r03,0,250,29,26,0.104,GBM1a_E100_0,4
GBM1a,,4,r04,S100,r03,0,250,30,21,0.084,GBM1a_S100_0,8
GBM1a,,4,r04,S100,r04,0,250,31,23,0.092,GBM1a_S100_0,8
GBM1a,,4,r04,E100,r04,0,250,32,20,0.08,GBM1a_E100_0,4
GBM1a,,4,r04,B100,r04,0,250,33,3,0.012,GBM1a_B100_0,6
GBM1a,,4,r04,FBS,r04,0,250,34,18,0.072,GBM1a_FBS_0,2
GBM1a,,4,r04,CTRL,r04,0,250,35,23,0.092,GBM1a_CTRL_0,1
GBM1a,,4,r04,S100,r04,0,250,36,15,0.06,GBM1a_S100_0,8
GBM1a,,4,r04,E100,r04,0,250,37,12,0.048,GBM1a_E100_0,4
GBM1a,,4,r04,B100,r04,0,250,38,5,0.02,GBM1a_B100_0,6
GBM1a,,4,r04,FBS,r04,0,250,39,14,0.056,GBM1a_FBS_0,2
GBM1a,,4,r04,CTRL,r04,0,250,40,23,0.092,GBM1a_CTRL_0,1
GBM1a,,4,r04,CTRL,r05,0,250,41,12,0.048,GBM1a_CTRL_0,1
GBM1a,,4,r04,FBS,r05,0,250,42,14,0.056,GBM1a_FBS_0,2
GBM1a,,4,r04,B100,r05,0,250,43,4,0.016,GBM1a_B100_0,6
GBM1a,,4,r04,E100,r05,0,250,44,16,0.064,GBM1a_E100_0,4
GBM1a,,4,r04,S100,r05,0,250,45,18,0.072,GBM1a_S100_0,8
GBM1a,,4,r04,CTRL,r05,0,250,46,14,0.056,GBM1a_CTRL_0,1
GBM1a,,4,r04,FBS,r05,0,250,47,19,0.076,GBM1a_FBS_0,2
GBM1a,,4,r04,B100,r05,0,250,48,6,0.024,GBM1a_B100_0,6
GBM1a,,4,r04,E100,r05,0,250,49,29,0.116,GBM1a_E100_0,4
GBM1a,,4,r04,S100,r05,0,250,50,26,0.104,GBM1a_S100_0,8
GBM1a,,4,r04,S100,r06,0,250,51,27,0.108,GBM1a_S100_0,8
GBM1a,,4,r04,E100,r06,0,250,52,26,0.104,GBM1a_E100_0,4
GBM1a,,4,r04,B100,r06,0,250,53,9,0.036,GBM1a_B100_0,6
GBM1a,,4,r04,FBS,r06,0,250,54,20,0.08,GBM1a_FBS_0,2
GBM1a,,4,r04,CTRL,r06,0,250,55,22,0.088,GBM1a_CTRL_0,1
GBM1a,,4,r04,S100,r06,0,250,56,22,0.088,GBM1a_S100_0,8
GBM1a,,4,r04,E100,r06,0,250,57,16,0.064,GBM1a_E100_0,4
GBM1a,,4,r04,B100,r06,0,250,58,8,0.032,GBM1a_B100_0,6
GBM1a,,4,r04,FBS,r06,0,250,59,15,0.06,GBM1a_FBS_0,2
GBM1a,,4,r04,CTRL,r06,0,250,60,16,0.064,GBM1a_CTRL_0,1
QNS120,11,2,r02,CTRL,r01,4,1000,1,2,0.002,QNS120_CTRL_4,1
QNS120,11,2,r02,FBS,r01,4,1000,2,2,0.002,QNS120_FBS_4,2
QNS120,11,2,r02,B100,r01,4,1000,3,3,0.003,QNS120_B100_4,6
QNS120,11,2,r02,E100,r01,4,1000,4,2,0.002,QNS120_E100_4,4
QNS120,11,2,r02,S100,r01,4,1000,5,2,0.002,QNS120_S100_4,8
GBM965,21,5,r05,CTRL,r01,4,1000,6,8,0.008,GBM965_CTRL_4,1
GBM965,21,5,r05,FBS,r01,4,1000,7,16,0.016,GBM965_FBS_4,2
GBM965,21,5,r05,B100,r01,4,1000,8,9,0.009,GBM965_B100_4,6
GBM965,21,5,r05,E100,r01,4,1000,9,16,0.016,GBM965_E100_4,4
GBM965,21,5,r05,S100,r01,4,1000,10,8,0.008,GBM965_S100_4,8
GBM965,21,5,r05,S100,r02,4,1000,11,9,0.009,GBM965_S100_4,8
GBM965,21,5,r05,E100,r02,4,1000,12,8,0.008,GBM965_E100_4,4
GBM965,21,5,r05,B100,r02,4,1000,13,9,0.009,GBM965_B100_4,6
GBM965,21,5,r05,FBS,r02,4,1000,14,11,0.011,GBM965_FBS_4,2
GBM965,21,5,r05,CTRL,r02,4,1000,15,9,0.009,GBM965_CTRL_4,1
QNS120,11,2,r02,S100,r02,4,1000,16,1,0.001,QNS120_S100_4,8
QNS120,11,2,r02,E100,r02,4,1000,17,1,0.001,QNS120_E100_4,4
QNS120,11,2,r02,B100,r02,4,1000,18,1,0.001,QNS120_B100_4,6
QNS120,11,2,r02,FBS,r02,4,1000,19,3,0.003,QNS120_FBS_4,2
QNS120,11,2,r02,CTRL,r02,4,1000,20,2,0.002,QNS120_CTRL_4,1
QNS120,11,2,r02,CTRL,r03,4,1000,21,4,0.004,QNS120_CTRL_4,1
QNS120,11,2,r02,FBS,r03,4,1000,22,3,0.003,QNS120_FBS_4,2
QNS120,11,2,r02,B100,r03,4,1000,23,1,0.001,QNS120_B100_4,6
QNS120,11,2,r02,E100,r03,4,1000,24,2,0.002,QNS120_E100_4,4
QNS120,11,2,r02,S100,r03,4,1000,25,2,0.002,QNS120_S100_4,8
GBM965,21,5,r05,CTRL,r03,4,1000,26,5,0.005,GBM965_CTRL_4,1
GBM965,21,5,r05,FBS,r03,4,1000,27,6,0.006,GBM965_FBS_4,2
GBM965,21,5,r05,B100,r03,4,1000,28,12,0.012,GBM965_B100_4,6
GBM965,21,5,r05,E100,r03,4,1000,29,9,0.009,GBM965_E100_4,4
GBM965,21,5,r05,S100,r03,4,1000,30,10,0.01,GBM965_S100_4,8
GBM965,21,5,r05,S100,r04,4,1000,31,11,0.011,GBM965_S100_4,8
GBM965,21,5,r05,E100,r04,4,1000,32,11,0.011,GBM965_E100_4,4
GBM965,21,5,r05,B100,r04,4,1000,33,7,0.007,GBM965_B100_4,6
GBM965,21,5,r05,FBS,r04,4,1000,34,12,0.012,GBM965_FBS_4,2
GBM965,21,5,r05,CTRL,r04,4,1000,35,6,0.006,GBM965_CTRL_4,1
QNS120,11,2,r02,S100,r04,4,1000,36,1,0.001,QNS120_S100_4,8
QNS120,11,2,r02,E100,r04,4,1000,37,1,0.001,QNS120_E100_4,4
QNS120,11,2,r02,B100,r04,4,1000,38,1,0.001,QNS120_B100_4,6
QNS120,11,2,r02,FBS,r04,4,1000,39,1,0.001,QNS120_FBS_4,2
QNS120,11,2,r02,CTRL,r04,4,1000,40,3,0.003,QNS120_CTRL_4,1
QNS120,11,2,r02,CTRL,r05,4,1000,41,4,0.004,QNS120_CTRL_4,1
QNS120,11,2,r02,FBS,r05,4,1000,42,2,0.002,QNS120_FBS_4,2
QNS120,11,2,r02,B100,r05,4,1000,43,2,0.002,QNS120_B100_4,6
QNS120,11,2,r02,E100,r05,4,1000,44,3,0.003,QNS120_E100_4,4
QNS120,11,2,r02,S100,r05,4,1000,45,2,0.002,QNS120_S100_4,8
GBM965,21,5,r05,CTRL,r05,4,1000,46,10,0.01,GBM965_CTRL_4,1
GBM965,21,5,r05,FBS,r05,4,1000,47,9,0.009,GBM965_FBS_4,2
GBM965,21,5,r05,B100,r05,4,1000,48,8,0.008,GBM965_B100_4,6
GBM965,21,5,r05,E100,r05,4,1000,49,12,0.012,GBM965_E100_4,4
